numero_registro,denominacion,plazas_autorizadas_numero,plazas_descripcion,tipologia,subtipo,sector,municipio_nombre,direccion_via_tipo,direccion_coor_x,direccion_coor_y,codigo_postal,entidad_denominacion,entidad_naturaleza
C3511,"NAVAS DEL REY, RESIDENCIA DE PERSONAS MAYORES",28,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Navas del Rey,CALLE,393699,4471317,28695,"RESIDENCIA NAVAS DEL REY, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3517,"GETAFE, OTRAS RESIDENCIAS",50,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad física,Getafe,AVDA,436209,4459802,28905,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3518,"GETAFE DISCAP. FISICA, CENTRO DE DIA",70,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad física,Getafe,AVDA,436209,4459802,28905,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3519,"MAJADAHONDA, RESIDENCIA PESONAS CON DISCAPACIDAD INTELECTUAL",28,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Majadahonda,AVDA,425231,4481053,28220,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3520,"MAJADAHONDA, CENTRO DE DIA PERSONAS CON DISCAPACIDAD INTELECTUAL",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Majadahonda,AVDA,425231,4481053,28220,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3521,"MAJADAHONDA, CENTRO OCUPACIONAL PERSONAS CON DISCAPACIDAD INTELECTUAL",60,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Majadahonda,AVDA,425231,4481053,28220,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3522,HOGAR MUNICIPAL DE FUENTIDUEÑA DE TAJO,50,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Fuentidueña de Tajo,AVDA,486069,4440799,28597,AYUNTAMIENTO DE FUENTIDUEÑA DE TAJO,PÚBLICA
C3523,"SANTA TERESA (COLMENAR), RESIDENCIA DE PERSONAS MAYORES",26,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Colmenar Viejo,CALLE,435149,4500838,28770,"SANTA TERESA ATENCIÓN GERIÁTRICA, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3525,"AMAVIR VILLANUEVA, RESIDENCIA DE DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Villanueva de la Cañada,AVDA,415789,4477735,28691,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3526,"AMAVIR VILLANUEVA, CENTRO DE DIA (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Villanueva de la Cañada,AVDA,415789,4477735,28691,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3528,"NUESTRA SEÑORA DEL ROSARIO, CENTRO DE DIA MUNICIPAL",60,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Valdemoro,CALLE,441112,4449462,28341,AYUNTAMIENTO DE VALDEMORO,PÚBLICA
C3529,"PINTOR ROSALES, CENTRO OCUPACIONAL",60,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CALLE,438722,4475405,28008,FUNDACION SER,PRIVADA SIN ÁNIMO DE LUCRO
C3530,NUMEN CENTRO DE ATENCION INTEGRAL,50,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE RECUPERACIÓN,Personas con discapacidad física,Madrid,CALLE,446215,4477043,28027,FUNDACIÓN NUMEN,PRIVADA SIN ÁNIMO DE LUCRO
C3532,CENTRO DE REHABILITACION PARA DISCAPACITADOS S.S. DE LOS REYES,60,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE RECUPERACIÓN,Personas con discapacidad física,San Sebastián de los Reyes,AVDA,446705,4490155,28700,"LA SALETA CARE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3534,"BALLESOL OLAVIDE, RESIDENCIA DE PERSONAS MAYORES",179,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,440561,4475790,28010,"INTERCENTROS BALLESOL, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3535,"SANCHINARRO AFANIAS, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Madrid,CALLE,unknown,unknown,28050,"AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL",PRIVADA SIN ÁNIMO DE LUCRO
C3540,"RESIDENCIA HOGAR ""EL ARROYO""",36,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Getafe,PASEO,436751,4458272,28906,"ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID)",PRIVADA SIN ÁNIMO DE LUCRO
C3545,"NUESTRA SEÑORA DEL ROSARIO, RESIDENCIA DE PERSONAS MAYORES MUNICIPAL",134,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Valdemoro,CALLE,441112,4449462,28341,AYUNTAMIENTO DE VALDEMORO,PÚBLICA
C3550,CENTRO DE DIA LUIS AMIGO PARA ADOLESCENTES,20,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Adolescencia,Madrid,CALLE,445875,4474872,28017,FUNDACIÓN AMIGÓ,PRIVADA SIN ÁNIMO DE LUCRO
C3553,PISO SUPERVISADO III INTRESS C/ PINTOR ZURBARAN,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Móstoles,CALLE,426244,4464251,28933,ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),PRIVADA SIN ÁNIMO DE LUCRO
C3558,ADEMPA CENTRO DE ATENCION TEMPRANA  Y TRATAMIENTO,55,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Parla,CALLE,434218,4454809,28980,ASOCIACIÓN DE PADRES Y AMIGOS DE DISCAPACITADOS DE PARLA,PRIVADA SIN ÁNIMO DE LUCRO
C3559,"ARAVACA, CENTRO DE DIA Y SOPORTE SOCIAL",23,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,432338,4479760,28023,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C3561,ORPEA VILLANUEVA DE LA CAÑADA CENTRO DE DIA,45,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Villanueva de la Cañada,CMNO,413916,4478338,28691,"SANYRES SUR, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3564,HOGAR DE NIÑOS SANTA MARIA DE LA VIDA,7,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Infancia y Adolescencia,Madrid,CALLE,444193,4475393,28017,FUNDACION ACRESCERE,PRIVADA SIN ÁNIMO DE LUCRO
C3565,PISO SUPERVISADO I - RESIDENCIA DE HORTALEZA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CTRA,444710,4479154,28043,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3566,PISO SUPERVISADO III - RESIDENCIA DE HORTALEZA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CTRA,444710,4479154,28043,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3567,PISO SUPERVISADO II - RESIDENCIA DE HORTALEZA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CTRA,444710,4479154,28043,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3568,CENTRO MENNI VALLECAS,100,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,AVDA,446319,4470321,28031,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C3569,WALK USERA CENTRO DE REHABILITACION LABORAL,43,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,439105,4468516,28041,WALK REHABILITACIÓN Y DESARROLLO INTEGRAL S.L.,PRIVADA CON ÁNIMO DE LUCRO
C3571,"DOMUSVI ALCALA, CENTRO DE DIA  (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Alcalá de Henares,AVDA,468250,4482777,28806,"GERIATROS, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3572,"SAN MATEO, PISO TUTELADO",10,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Infancia y Adolescencia,Madrid,CALLE,441434,4468935,28041,ASOCIACION DE DESARROLLO E INTERVENCION ABRAZO,PRIVADA SIN ÁNIMO DE LUCRO
C3578,"SAN MIGUEL DE  PEDREZUELA, RESIDENCIA DE PERSONAS MAYORES",42,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Pedrezuela,PASEO,449309,4510278,28723,"LARGONZ, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3579,CENTRO DE DIA VENECIA I,51,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Alcalá de Henares,CALLE,469167,4480856,28801,"GARCIA FRAILE, MONICA",PRIVADA CON ÁNIMO DE LUCRO
C3580,"SAN MIGUEL DE PEDREZUELA, CENTRO DE DIA DE PERSONAS MAYORES",21,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Pedrezuela,PASEO,449309,4510278,28723,AYUNTAMIENTO DE PEDREZUELA,PÚBLICA
C3582,"DOMUSVI ALCALA, RESIDENCIA DE DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Alcalá de Henares,AVDA,468250,4482777,28806,"GERIATROS, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3588,PISO SUPERVISADO LEOPOLDO ALAS CLARIN,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Alcalá de Henares,CALLE,468527,4484201,28806,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3590,"PISO SUPERVISADO GRUPO 5 ACCION Y GESTIÓN SOCIAL, S.L.",5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Alcobendas,PASEO,444102,4488160,28100,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3593,"CENTRO PARA MAYORES SANTA HELENA, RESIDENCIA DE PERSONAS MAYORES",37,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Ribatejada,CTRA,466878,4501790,28815,CENTRO DE MAYORES SANTA HELENA S.L,PRIVADA CON ÁNIMO DE LUCRO
C3595,"ASOCIACION ESCLEROSIS MULTIPLE MADRID, CENTRO DE REHABILITACION",60,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Personas con discapacidad física,Madrid,CALLE,440688,4481900,28034,ASOCIACION DE ESCLEROSIS MULTIPLE MADRID (ADEMM),PRIVADA SIN ÁNIMO DE LUCRO
C3597,CENTRO DE DIA LOS GIRASOLES,58,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,442696,4477488,28002,"CUATRO MUJERES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3600,KANGUROTECA LUIS AMIGO CENTRO DE DIA,10,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Infancia,Madrid,CALLE,445875,4474872,28017,FUNDACIÓN AMIGÓ,PRIVADA SIN ÁNIMO DE LUCRO
C3629,CENTRO DE REHABILITACIÓN PSICOSOCIAL INTRESS C/ MICA,40,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,442063,4466812,28021,ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),PRIVADA SIN ÁNIMO DE LUCRO
C3656,"ORPEA MADRID FERRAZ, RESIDENCIA  DE PERSONAS MAYORES",71,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,438700,4475590,28008,RESIDENCIAL SENIOR 2000 S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3668,"VALLECAS GRUPO EXTER, CENTRO DE DIA",32,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,446483,4469669,28031,"GRUPO DE EXPERTOS EN TERAPIA Y REHABILITACIÓN, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3674,PISO I PROGRAMA-COLECTIVOS DE  PROVIVIENDA,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Otros grupos en situación de necesidad,Rivas-Vaciamadrid,CALLE,455767,4465194,28529,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C3680,"JUAN  ESPAÑOL GRUPO 5, PSISO TUTELADO",3,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,439655,4470717,28026,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3681,"ORPEA ALCOBENDAS, RESIDENCIA PARA PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Alcobendas,AVDA,444787,4488767,28100,"ARTE VIDA CENTROS RESIDENCIALES, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3682,"ORPEA ALCOBENDAS, CENTRO DE DIA (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Alcobendas,AVDA,444787,4488767,28100,"ARTE VIDA CENTROS RESIDENCIALES, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3683,"ORPEA LAS ROZAS, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,"Rozas de Madrid, Las",CALLE,425292,4483755,28232,"ARTE VIDA CENTROS RESIDENCIALES, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3684,"ORPEA LAS ROZAS, CENTRO DE DIA (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,"Rozas de Madrid, Las",CALLE,425292,4483755,28232,"ARTE VIDA CENTROS RESIDENCIALES, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3685,"PICO ANAYET GRUPO5, PISO TUTELADO",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,444093,4472428,28038,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3686,"PLAZA CASCORRO GRUPO 5, PISO TUTELADO",8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,PLAZA,439890,4473358,28005,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3688,"NARCISO SERRA GRUPO 5, PISO TUTELADO",5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,442390,4472880,28007,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3690,"SANTA MARIA DE LA CABEZA GRUPO 5, PISO TUTELADO",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,PASEO,440919,4472845,28045,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3694,"ALPAJES, PISO SUPERVISADO",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Aranjuez,CALLE,449220,4431821,28300,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C3701,PISO SUPERVISADO FUENLABRADA 2 FUNDACION MANANTIAL,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Fuenlabrada,PLAZA,432563,4460201,28945,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3706,"LOS ROBLES GERHOTELES, RESIDENCIA DE PERSONAS MAYORES",170,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,443917,4479247,28033,"DOCTOR PEREZ MATEOS, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3707,PISO SUPERVISADO II GRUPO EXTER C/ DE LA ERA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,San Fernando de Henares,CALLE,454323,4475099,28830,"GRUPO DE EXPERTOS EN TERAPIA Y REHABILITACIÓN, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3708,PISO SUPERVISADO I GRUPO EXTER C/ VENEZUELA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Coslada,CALLE,453912,4475513,28823,"GRUPO DE EXPERTOS EN TERAPIA Y REHABILITACIÓN, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3710,"CENTRO DE MAYORES VIRGEN DE LA NUEVA, RESIDENCIA DE PERSONAS MAYORES",114,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,San Martín de Valdeiglesias,CALLE,380563,4468515,28680,"LA ADRABAR, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3712,"ARAVACA HERMANAS HOSPITALARIAS, PISO SUPERVISADO",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,432338,4479760,28023,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C3716,"VIVIENDA UNIPERSONAL 2, ASOCIACIÓN REALIDADES",1,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,440267,4473104,28012,ASOCIACIÓN REALIDADES PARA LA INTEGRACIÓN SOCIAL,PRIVADA SIN ÁNIMO DE LUCRO
C3717,"VIVIENDA UNIPERSONAL 3, ASOCIACIÓN REALIDADES",1,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,440291,4473060,28012,ASOCIACIÓN REALIDADES PARA LA INTEGRACIÓN SOCIAL,PRIVADA SIN ÁNIMO DE LUCRO
C3718,"VIVIENDA UNIPERSONAL 4, ASOCIACIÓN REALIDADES",1,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,439512,4473316,28005,ASOCIACIÓN REALIDADES PARA LA INTEGRACIÓN SOCIAL,PRIVADA SIN ÁNIMO DE LUCRO
C3719,"VIVIENDA UNIPERSONAL 5, ASOCIACIÓN REALIDADES",1,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,439486,4473716,28005,ASOCIACIÓN REALIDADES PARA LA INTEGRACIÓN SOCIAL,PRIVADA SIN ÁNIMO DE LUCRO
C3722,PISO SUPERVISADO C/ ARTURO SORIA 202,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,443929,4478764,28033,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C3723,"NUESTRA SEÑORA DE LA SOLEDAD (PARLA), RESIDENCIA DE PERSONAS MAYORES",54,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Parla,CALLE,433745,4453764,28981,FUNDACION HERMANDAD DE NUESTRA SEÑORA DE LA SOLEDAD PARLA,PRIVADA SIN ÁNIMO DE LUCRO
C3727,"PISO SUPERVISADO PARLA II, FUNDACION MANANTIAL",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Parla,CALLE,434650,4453540,28982,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3729,"ARGANDA, CENTRO DE DIA",30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Arganda del Rey,CALLE,462719,4460725,28500,AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS),PÚBLICA
C3735,CENTRO DE REHABILITACION LABORAL CARABANCHEL,50,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CMNO,436460,4470681,28047,FUNDACION EL BUEN SAMARITANO,PRIVADA SIN ÁNIMO DE LUCRO
C3740,"MIAL SALUD, RESIDENCIA DE PERSONAS MAYORES",174,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Torrelodones,AVDA,424053,4491008,28250,MIAL S.L,PRIVADA CON ÁNIMO DE LUCRO
C3741,"MIAL SALUD, CENTRO DE DIA DE PERSONAS MAYORES",30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Torrelodones,AVDA,424053,4491008,28250,MIAL S.L,PRIVADA CON ÁNIMO DE LUCRO
C3745,"SAN FIDEL GRUPO 5, PISO TUTELADO",5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Otros grupos en situación de necesidad,Madrid,CALLE,445680,4475241,28017,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3750,"MARGARITA RETUERTO, CENTRO MUNICIPAL DE DIA PARA ENFERMOS DE ALZHEIMER",95,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,443603,4475944,28028,AYUNTAMIENTO DE MADRID,PÚBLICA
C3751,"MARGARITA RETUERTO, RESIDENCIA MUNICIPAL PARA ENFERMOS DE ALZHEIMER",92,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,443603,4475944,28028,AYUNTAMIENTO DE MADRID,PÚBLICA
C3753,PISO TUTELADO OLIVA,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Pinto,CALLE,440346,4455612,28320,ASOCIACIÓN DE MINUSVÁLIDOS DE PINTO,PRIVADA SIN ÁNIMO DE LUCRO
C3754,PISO TUTELADO OLIVA II,6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Pinto,CALLE,440346,4455612,28320,ASOCIACIÓN DE MINUSVÁLIDOS DE PINTO,PRIVADA SIN ÁNIMO DE LUCRO
C3756,"SANTA ENGRACIA, CENTRO MUNICIPAL RESIDENCIAL",36,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,440460,4476645,28003,AYUNTAMIENTO DE MADRID,PÚBLICA
C3757,"DOMUSVI ESPARTALES, RESIDENCIA DE PERSONAS MAYORES",142,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Alcalá de Henares,AVDA,468193,4484368,28805,SERVIGER XXI ALCALA S.L.,PRIVADA CON ÁNIMO DE LUCRO
C3758,CENTRO DE REHABILITACION LABORAL FUENCARRAL,50,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,440727,4481828,28034,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3761,"APSURIA VIRGEN DE NURIA,CENTRO DE DIA",75,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Alcobendas,CALLE,446689,4487047,28108,FUNDACION APSURIA,PRIVADA SIN ÁNIMO DE LUCRO
C3762,"APSURIA VIRGEN DE NURIA, RESIDENCIA PARA PERSONAS CON DISCAPACIDAD",70,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Alcobendas,CALLE,446689,4487047,28108,FUNDACION APSURIA,PRIVADA SIN ÁNIMO DE LUCRO
